FIPS,state,percapita,population,total_liabilities,revenue,lib_rev_ratio,name,state_abv
30101,Montana,3196.07,5087,16258421,22517859,72.2,Toole County,MT
30103,Montana,0,697,0,0,null,Treasure County,MT
30105,Montana,0,7659,0,0,null,Valley County,MT
30107,Montana,0,2110,0,0,null,Wheatland County,MT
30109,Montana,0,1130,0,0,null,Wibaux County,MT
30111,Montana,340.32,157048,53446575,91814196,58.21,Yellowstone County,MT
31001,Nebraska,0,31587,0,24557883,0,Adams County,NE
31003,Nebraska,0,6414,0,10850737,0,Antelope County,NE
31005,Nebraska,0,456,0,896124,0,Arthur County,NE
31007,Nebraska,0,788,0,1903589,0,Banner County,NE
31009,Nebraska,0,487,0,1310151,0,Blaine County,NE
31011,Nebraska,0,5315,0,14318526,0,Boone County,NE
31013,Nebraska,0,11337,0,11385479,0,Box Butte County,NE
31015,Nebraska,0,2006,0,5011609,0,Boyd County,NE
31017,Nebraska,0,2946,0,4690266,0,Brown County,NE
31019,Nebraska,0,48863,0,37957257,0,Buffalo County,NE
31021,Nebraska,0,6585,0,10166967,0,Burt County,NE
31023,Nebraska,0,8115,0,10686579,0,Butler County,NE
31025,Nebraska,0,25512,0,25372976,0,Cass County,NE
31027,Nebraska,0,8564,0,12581297,0,Cedar County,NE
31029,Nebraska,0,3956,0,5950499,0,Chase County,NE
31031,Nebraska,0,5848,0,18241515,0,Cherry County,NE
31033,Nebraska,0,10167,0,10652257,0,Cheyenne County,NE
31035,Nebraska,0,6309,0,11323250,0,Clay County,NE
31037,Nebraska,0,10520,0,9377940,0,Colfax County,NE
31039,Nebraska,0,9125,0,10118520,0,Cuming County,NE
31041,Nebraska,0,10806,0,14325574,0,Custer County,NE
31043,Nebraska,240.77,20781,5003493,13462811,37.17,Dakota County,NE
31045,Nebraska,0,9055,0,7631940,0,Dawes County,NE
31047,Nebraska,0,23886,0,20138711,0,Dawson County,NE
31049,Nebraska,385.07,1921,739725,3457450,21.4,Deuel County,NE
31051,Nebraska,0,5797,0,7927730,0,Dixon County,NE
31053,Nebraska,0,36706,0,31843123,0,Dodge County,NE
31055,Nebraska,885.63,550064,487154430,383481585,127.03,Douglas County,NE
31057,Nebraska,0,1799,0,3441343,0,Dundy County,NE
31059,Nebraska,0,5619,0,8834627,0,Fillmore County,NE
31061,Nebraska,0,2985,0,4277763,0,Franklin County,NE
31063,Nebraska,0,2624,0,3850021,0,Frontier County,NE
31065,Nebraska,0,4862,0,6030255,0,Furnas County,NE
31067,Nebraska,0,21900,0,21628823,0,Gage County,NE
31069,Nebraska,0,1918,0,4695549,0,Garden County,NE
31071,Nebraska,0,2028,0,2431481,0,Garfield County,NE
31073,Nebraska,0,1973,0,3744217,0,Gosper County,NE
31075,Nebraska,null,null,0,1346343,0,Grant County,NE
31077,Nebraska,0,2429,0,3861129,0,Greeley County,NE
31079,Nebraska,10.88,61680,670798,45751210,1.47,Hall County,NE
31081,Nebraska,0,9190,0,10113427,0,Hamilton County,NE
31083,Nebraska,0,3452,0,4883693,0,Harlan County,NE
31085,Nebraska,0,932,0,2372012,0,Hayes County,NE
31087,Nebraska,0,2883,0,3593882,0,Hitchcock County,NE
31089,Nebraska,0,10313,0,18487352,0,Holt County,NE
31091,Nebraska,0,732,0,1273202,0,Hooker County,NE
31093,Nebraska,0,6409,0,5974802,0,Howard County,NE
31095,Nebraska,0,7263,0,11918077,0,Jefferson County,NE
31097,Nebraska,0,5173,0,5290134,0,Johnson County,NE
31099,Nebraska,0,6585,0,7413624,0,Kearney County,NE
31101,Nebraska,0,8063,0,8780149,0,Keith County,NE
31103,Nebraska,0,804,0,2015290,0,Keya Paha County,NE
31105,Nebraska,0,3689,0,6341955,0,Kimball County,NE
31107,Nebraska,0,8543,0,8969514,0,Knox County,NE
31109,Nebraska,250.57,306468,76791686,155995687,49.23,Lancaster County,NE
31111,Nebraska,0,35656,0,31376056,0,Lincoln County,NE
31113,Nebraska,0,777,0,1751003,0,Logan County,NE
31115,Nebraska,0,585,0,1869937,0,Loup County,NE
31117,Nebraska,0,475,0,0,null,McPherson County,NE
31119,Nebraska,0,35039,0,24298162,0,Madison County,NE
31121,Nebraska,0,7787,0,8199702,0,Merrick County,NE
31123,Nebraska,0,4854,0,6717664,0,Morrill County,NE
31125,Nebraska,0,3595,0,7934052,0,Nance County,NE
31127,Nebraska,0,7046,0,7650884,0,Nemaha County,NE
31129,Nebraska,0,4329,0,5825899,0,Nuckolls County,NE
31131,Nebraska,0,15984,0,14137005,0,Otoe County,NE
31133,Nebraska,0,2659,0,3896885,0,Pawnee County,NE
31135,Nebraska,0,2944,0,5842847,0,Perkins County,NE
31137,Nebraska,0,9296,0,9312841,0,Phelps County,NE
31139,Nebraska,0,7208,0,9252784,0,Pierce County,NE
31141,Nebraska,0,32847,0,23866826,0,Platte County,NE
31143,Nebraska,0,5202,0,9437309,0,Polk County,NE
31145,Nebraska,0,10829,0,7875763,0,Red Willow County,NE
31147,Nebraska,0,8094,0,8622855,0,Richardson County,NE
31149,Nebraska,0,1381,0,4654519,0,Rock County,NE
31151,Nebraska,0,14282,0,15075290,0,Saline County,NE
31153,Nebraska,654.58,175692,115004044,117106670,98.2,Sarpy County,NE
31155,Nebraska,0,21016,0,22899458,0,Saunders County,NE
31157,Nebraska,0,36261,0,27614463,0,Scotts Bluff County,NE
31159,Nebraska,0,17110,0,17071233,0,Seward County,NE
31161,Nebraska,0,5220,0,6457048,0,Sheridan County,NE
31163,Nebraska,0,3091,0,6100075,0,Sherman County,NE
31165,Nebraska,0,1260,0,2994078,0,Sioux County,NE
31167,Nebraska,0,5937,0,8007455,0,Stanton County,NE
31169,Nebraska,0,5163,0,5977900,0,Thayer County,NE
31171,Nebraska,0,684,0,1464489,0,Thomas County,NE
31173,Nebraska,0,7064,0,7020075,0,Thurston County,NE
31175,Nebraska,0,4154,0,5344060,0,Valley County,NE
31177,Nebraska,0,20248,0,30767322,0,Washington County,NE
31179,Nebraska,0,9367,0,8849989,0,Wayne County,NE
31181,Nebraska,0,3625,0,6355709,0,Webster County,NE
31183,Nebraska,0,750,0,2195161,0,Wheeler County,NE
31185,Nebraska,0,13806,0,13814595,0,York County,NE
32001,Nevada,2527.15,24200,61157020,58547732,104.46,Churchill County,NV
32003,Nevada,5325.91,2114801,11263235204,5146232160,218.86,Clark County,NV
32005,Nevada,2929,47710,139742811,120530641,115.94,Douglas County,NV
32007,Nevada,1163.75,51935,60439253,67245934,89.88,Elko County,NV
32009,Nevada,7464.15,829,6187777,12258563,50.48,Esmeralda County,NV
32011,Nevada,0,2016,0,0,null,Eureka County,NV
32013,Nevada,1963.34,17019,33414003,36349459,91.92,Humboldt County,NV
32015,Nevada,3443.62,5903,20327660,42451246,47.88,Lander County,NV
32017,Nevada,2877.37,5036,14490431,15061176,96.21,Lincoln County,NV
32019,Nevada,1407.55,52585,74015937,69790688,106.05,Lyon County,NV
32021,Nevada,6978,4478,31247470,12983295,240.67,Mineral County,NV
32023,Nevada,3915.31,42477,166310502,92758465,179.29,Nye County,NV
32027,Nevada,2391.6,6634,15865897,15430111,102.82,Pershing County,NV
32029,Nevada,24189.45,3987,96443340,33895125,284.53,Storey County,NV
32031,Nevada,2052.76,446903,917385946,618011285,148.44,Washoe County,NV
32033,Nevada,2505.13,9811,24577826,33969521,72.35,White Pine County,NV
32510,Nevada,null,null,0,0,null,Carson City,NV
33001,New Hampshire,0,60641,0,0,null,Belknap County,NH
33003,New Hampshire,890.61,47285,42112368,34761350,121.15,Carroll County,NH
33005,New Hampshire,1155.35,75909,87701485,55393566,158.32,Cheshire County,NH
33007,New Hampshire,0,31212,0,0,null,Coos County,NH
33009,New Hampshire,1077.96,89320,96283157,49602897,194.11,Grafton County,NH
33011,New Hampshire,0,406678,0,0,null,Hillsborough County,NH
33013,New Hampshire,1435.63,147994,212464087,96000742,221.32,Merrimack County,NH
33015,New Hampshire,0,301777,0,0,null,Rockingham County,NH
33017,New Hampshire,683.41,126825,86673561,76223283,113.71,Strafford County,NH
33019,New Hampshire,584.37,42967,25108525,34219158,73.38,Sullivan County,NH
34001,New Jersey,1061.92,274219,291199489,262147758,111.08,Atlantic County,NJ
34003,New Jersey,1378.76,938506,1293974943,813424414,159.08,Bergen County,NJ
34005,New Jersey,0,450226,0,0,null,Burlington County,NJ
34007,New Jersey,0,510923,0,0,null,Camden County,NJ
34009,New Jersey,4306.98,94727,407987377,196485831,207.64,Cape May County,NJ
34011,New Jersey,2554.24,155854,398088292,254468098,156.44,Cumberland County,NJ
34013,New Jersey,1560.91,797434,1244720579,1008216197,123.46,Essex County,NJ
34015,New Jersey,1604.48,291479,467670928,266656444,175.38,Gloucester County,NJ
34017,New Jersey,1644.05,674836,1109464808,774659279,143.22,Hudson County,NJ
34019,New Jersey,1286.2,125488,161402110,115638107,139.58,Hunterdon County,NJ
34021,New Jersey,0,371398,0,0,null,Mercer County,NJ
34023,New Jersey,0,840900,0,0,null,Middlesex County,NJ
34025,New Jersey,4007.3,628715,2519448708,670942714,375.51,Monmouth County,NJ
34027,New Jersey,1091.17,499509,545046906,413130952,131.93,Morris County,NJ
34029,New Jersey,1667.15,588721,981487997,607245768,161.63,Ocean County,NJ
34031,New Jersey,1629.9,510916,832741739,620544940,134.2,Passaic County,NJ
34033,New Jersey,0,64180,0,0,null,Salem County,NJ
34035,New Jersey,0,333654,0,0,null,Somerset County,NJ
34037,New Jersey,1311.63,143673,188445337,137628161,136.92,Sussex County,NJ
34039,New Jersey,0,555786,0,0,null,Union County,NJ
34041,New Jersey,823.92,106869,88051857,117844896,74.72,Warren County,NJ
35001,New Mexico,1185.85,676685,802443844,492791899,162.84,Bernalillo County,NM
35003,New Mexico,2326.84,3456,8041566,8209530,97.95,Catron County,NM
35005,New Mexico,0,65764,0,0,null,Chaves County,NM
35006,New Mexico,1033.52,27329,28245121,16904078,167.09,Cibola County,NM
35007,New Mexico,1810.12,12414,22470810,15120198,148.61,Colfax County,NM
35009,New Mexico,0,50398,0,0,null,Curry County,NM
35011,New Mexico,0,1828,0,0,null,De Baca County,NM
35013,New Mexico,0,214295,0,0,null,Dona Ana County,NM
35015,New Mexico,1144.11,57578,65875428,129049548,51.05,Eddy County,NM
35017,New Mexico,1329.83,28609,38045002,29198771,130.3,Grant County,NM
35019,New Mexico,0,4371,0,0,null,Guadalupe County,NM
35021,New Mexico,0,698,0,0,null,Harding County,NM
35023,New Mexico,1716.11,4423,7590361,9990987,75.97,Hidalgo County,NM
35025,New Mexico,764.44,71180,54412925,118652743,45.86,Lea County,NM
35027,New Mexico,2368.05,19420,45987547,29719966,154.74,Lincoln County,NM
35028,New Mexico,13334.18,17785,237148306,162725110,145.74,Los Alamos County,NM
35029,New Mexico,1892.18,24518,46392549,36766061,126.18,Luna County,NM
35031,New Mexico,0,76708,0,0,null,McKinley County,NM
35033,New Mexico,0,4596,0,0,null,Mora County,NM
35035,New Mexico,1646.62,64362,105979680,104583331,101.34,Otero County,NM
35037,New Mexico,949.83,8455,8030786,13467216,59.63,Quay County,NM
35039,New Mexico,1224.28,39465,48316085,34899982,138.44,Rio Arriba County,NM
35041,New Mexico,0,19120,0,0,null,Roosevelt County,NM
35043,New Mexico,833.2,139394,116143372,80740443,143.85,Sandoval County,NM
35045,New Mexico,1163.24,118737,138119832,103047006,134.04,San Juan County,NM
35047,New Mexico,888.85,27967,24858392,19012931,130.74,San Miguel County,NM
35049,New Mexico,2705.65,148686,402292282,180832054,222.47,Santa Fe County,NM
35051,New Mexico,1792.07,11282,20218190,14148896,142.9,Sierra County,NM
35053,New Mexico,1017.42,17256,17556569,13939326,125.95,Socorro County,NM
35055,New Mexico,0,32907,0,0,null,Taos County,NM
35057,New Mexico,0,15485,0,0,null,Torrance County,NM
35059,New Mexico,0,4201,0,0,null,Union County,NM
35061,New Mexico,498.72,75737,37771409,39068800,96.68,Valencia County,NM
36001,New York,0,309381,0,0,null,Albany County,NY
36003,New York,0,47462,0,0,null,Allegany County,NY
36005,New York,null,null,0,0,null,Bronx County,NY
36007,New York,3589.51,196567,705579330,452669936,155.87,Broome County,NY
36009,New York,6327.42,77922,493045337,202582565,243.38,Cattaraugus County,NY
36011,New York,3221.48,78288,252202941,168404431,149.76,Cayuga County,NY
36013,New York,2717.85,130779,355438159,266181528,133.53,Chautauqua County,NY
36015,New York,2273.23,87071,197932221,219460712,90.19,Chemung County,NY
36017,New York,3059.94,48844,149459919,93061579,160.6,Chenango County,NY
36019,New York,4262.33,81251,346318357,148230788,233.63,Clinton County,NY
36021,New York,0,61509,0,0,null,Columbia County,NY
36023,New York,5091.63,48494,246913716,112692788,219.1,Cortland County,NY
36025,New York,1978.74,46053,91127113,109349242,83.34,Delaware County,NY
36027,New York,3322.67,295754,982691845,507053627,193.8,Dutchess County,NY
36029,New York,3279.57,922578,3025657000,1883843000,160.61,Erie County,NY
36031,New York,10170.34,38478,391334437,110408098,354.44,Essex County,NY
36033,New York,1444.39,50660,73172610,89707940,81.57,Franklin County,NY
36035,New York,4079.29,53992,220248972,88652906,248.44,Fulton County,NY
36037,New York,1623.92,58937,95709182,135757673,70.5,Genesee County,NY
36039,New York,0,47625,0,0,null,Greene County,NY
36041,New York,7068.43,4712,33306425,35817021,92.99,Hamilton County,NY
36043,New York,3816.69,63100,240833003,108401367,222.17,Herkimer County,NY
36045,New York,4759.64,117635,559900575,234318583,238.95,Jefferson County,NY
36047,New York,null,null,0,0,null,Kings County,NY
36049,New York,10261.88,26957,276629372,159317848,173.63,Lewis County,NY
36051,New York,4339.5,64717,280839370,148596835,188.99,Livingston County,NY
36053,New York,2854.66,71849,205104606,121339689,169.03,Madison County,NY
36055,New York,0,749600,0,0,null,Monroe County,NY
36057,New York,0,49642,0,0,null,Montgomery County,NY
36059,New York,10618.57,1361350,14455591000,3431196000,421.3,Nassau County,NY
36061,New York,null,null,0,0,null,New York County,NY
36063,New York,4133.57,212652,879012298,391370637,224.6,Niagara County,NY
36065,New York,3535.53,232500,822010453,446977536,183.9,Oneida County,NY
36067,New York,4023.55,468463,1884884705,944015868,199.67,Onondaga County,NY
36069,New York,1361.36,109561,149152093,229181879,65.08,Ontario County,NY
36071,New York,0,377647,0,0,null,Orange County,NY
36073,New York,0,41582,0,0,null,Orleans County,NY
36075,New York,3232.93,120146,388423787,219726891,176.78,Oswego County,NY
36077,New York,0,60636,0,0,null,Otsego County,NY
36079,New York,0,99042,0,0,null,Putnam County,NY
36081,New York,null,null,0,0,null,Queens County,NY
36083,New York,2484.57,160266,398191799,316936291,125.64,Rensselaer County,NY
36085,New York,null,null,0,0,null,Richmond County,NY
36087,New York,0,326037,0,0,null,Rockland County,NY
36089,New York,4094.39,111007,454506111,219883111,206.7,St. Lawrence County,NY
36091,New York,2234.58,226249,505571544,324185627,155.95,Saratoga County,NY
36093,New York,3829.59,154604,592070408,325622161,181.83,Schenectady County,NY
36095,New York,6095.95,31330,190986163,76910959,248.32,Schoharie County,NY
36097,New York,3945.1,18186,71745606,44945018,159.63,Schuyler County,NY
36099,New York,1893.79,34833,65966231,73775834,89.41,Seneca County,NY
36101,New York,2403.8,97631,234685568,196137700,119.65,Steuben County,NY
36103,New York,8206.22,1501587,12322349989,3589705708,343.27,Suffolk County,NY
36105,New York,9932.41,74877,743708859,235404792,315.93,Sullivan County,NY
36107,New York,3630.49,49453,179538386,80332482,223.49,Tioga County,NY
36109,New York,2256.64,104926,236780669,205769666,115.07,Tompkins County,NY
36111,New York,2881.63,180143,519105520,328177022,158.18,Ulster County,NY
36113,New York,3517.4,64688,227533405,157487122,144.48,Warren County,NY
36115,New York,2792.22,62230,173760004,96345094,180.35,Washington County,NY
36117,New York,1430.92,91446,130851816,182007208,71.89,Wayne County,NY
36119,New York,0,976396,0,0,null,Westchester County,NY
36121,New York,2922.11,41013,119844575,148455939,80.73,Wyoming County,NY
36123,New York,1269.72,25048,31803896,51648799,61.58,Yates County,NY
37001,North Carolina,1049.84,158276,166164047,189231700,87.81,Alamance County,NC
37003,North Carolina,1185.37,37325,44243975,49484847,89.41,Alexander County,NC
37005,North Carolina,1749.51,10837,18959442,19400842,97.72,Alleghany County,NC
37007,North Carolina,806.47,25759,20773918,41253011,50.36,Anson County,NC
37009,North Carolina,944.65,27020,25524454,38859075,65.68,Ashe County,NC
37011,North Carolina,1375.94,17689,24338968,37440330,65.01,Avery County,NC
37013,North Carolina,1543.2,47651,73535194,79785746,92.17,Beaufort County,NC
37015,North Carolina,0,20199,0,0,null,Bertie County,NC
37017,North Carolina,2437.06,34318,83634885,57461983,145.55,Bladen County,NC
37019,North Carolina,5227.95,122765,641809367,308664412,207.93,Brunswick County,NC
37021,North Carolina,2684.41,253178,679634202,449464892,151.21,Buncombe County,NC
37023,North Carolina,1215.64,88842,107999745,114114110,94.64,Burke County,NC
37025,North Carolina,2359.98,196762,464355331,295961334,156.9,Cabarrus County,NC
37027,North Carolina,783.4,81287,63680553,97110788,65.58,Caldwell County,NC
37029,North Carolina,1716.21,10309,17692361,17940568,98.62,Camden County,NC
37031,North Carolina,785.01,68879,54070410,162154237,33.35,Carteret County,NC
37033,North Carolina,1363.69,22941,31284350,34426045,90.87,Caswell County,NC
37035,North Carolina,1567.47,155056,243045526,220626479,110.16,Catawba County,NC
37037,North Carolina,3999.69,70928,283690151,146011833,194.29,Chatham County,NC
37039,North Carolina,886.52,27178,24093721,44304236,54.38,Cherokee County,NC
37041,North Carolina,1371.89,14394,19746921,23516058,83.97,Chowan County,NC
37043,North Carolina,1600.05,10703,17125368,27431064,62.43,Clay County,NC
37045,North Carolina,1318.4,96879,127725395,139796132,91.37,Cleveland County,NC
37047,North Carolina,1795.95,56694,101819569,76881628,132.44,Columbus County,NC
37049,North Carolina,875.52,103451,90573248,124934104,72.5,Craven County,NC
37051,North Carolina,1211,323838,392166578,391479464,100.18,Cumberland County,NC
37053,North Carolina,3555.95,25263,89834004,93665599,95.91,Currituck County,NC
37055,North Carolina,8922.68,35663,318209645,161437445,197.11,Dare County,NC
37057,North Carolina,1184.85,164622,195052179,173644267,112.33,Davidson County,NC
37059,North Carolina,2578.23,41753,107648938,73107597,147.25,Davie County,NC
37061,North Carolina,1975.87,59159,116890451,77576553,150.68,Duplin County,NC
37063,North Carolina,2791.52,300952,840112815,530399353,158.39,Durham County,NC
37065,North Carolina,0,54150,0,0,null,Edgecombe County,NC
37067,North Carolina,2007.28,369019,740725753,462864824,160.03,Forsyth County,NC
37069,North Carolina,1953.33,63710,124446362,111412372,111.7,Franklin County,NC
37071,North Carolina,1942.01,213442,414506048,308771942,134.24,Gaston County,NC
37073,North Carolina,1329.87,11431,15201711,16143854,94.16,Gates County,NC
37075,North Carolina,817.27,8616,7041608,16937834,41.57,Graham County,NC
37077,North Carolina,2358.87,58674,138404393,70902182,195.2,Granville County,NC
37079,North Carolina,2254.9,21134,47655153,30694761,155.26,Greene County,NC
37081,North Carolina,2361.17,517600,1222139137,652058437,187.43,Guilford County,NC
37083,North Carolina,1466.39,52456,76920715,80457270,95.6,Halifax County,NC
37085,North Carolina,2349.43,128140,301055649,213884636,140.76,Harnett County,NC
37087,North Carolina,1601.42,59868,95873651,99133190,96.71,Haywood County,NC
37089,North Carolina,2148.86,112655,242080295,180516960,134.1,Henderson County,NC
37091,North Carolina,1616.26,24184,39087604,30025616,130.18,Hertford County,NC
37093,North Carolina,1393.07,52671,73374284,70251453,104.45,Hoke County,NC
37095,North Carolina,2426.31,5526,13407767,19368127,69.23,Hyde County,NC
37097,North Carolina,1801.54,169866,306020804,252693117,121.1,Iredell County,NC
37099,North Carolina,2215.41,41265,91419098,74378588,122.91,Jackson County,NC
37101,North Carolina,3463.17,185660,642972249,358058353,179.57,Johnston County,NC
37103,North Carolina,2779.84,10013,27834552,20153669,138.11,Jones County,NC
37105,North Carolina,2193.63,59660,130871824,81206933,161.16,Lee County,NC
37107,North Carolina,1283.54,58106,74581634,78631728,94.85,Lenoir County,NC
37109,North Carolina,3010.43,81035,243949858,156792313,155.59,Lincoln County,NC
37111,North Carolina,0,44989,0,0,null,McDowell County,NC
37113,North Carolina,3295.68,34201,112715489,71867804,156.84,Macon County,NC
37115,North Carolina,862.47,21139,18231722,30795514,59.2,Madison County,NC
37117,North Carolina,2252.01,23357,52600234,37740019,139.38,Martin County,NC
37119,North Carolina,2590.52,1034070,2678783023,1869490833,143.29,Mecklenburg County,NC
37121,North Carolina,680.55,15246,10375691,21323383,48.66,Mitchell County,NC
37123,North Carolina,3704.06,27548,102039545,42358212,240.9,Montgomery County,NC
37125,North Carolina,3449.62,94352,325478221,158330821,205.57,Moore County,NC
37127,North Carolina,1593.7,93919,149678652,109755089,136.38,Nash County,NC
37129,North Carolina,4408.17,220358,971374798,406788594,238.79,New Hanover County,NC
37131,North Carolina,2445.33,20426,49948381,39067616,127.85,Northampton County,NC
37133,North Carolina,1867,186311,347843344,233852917,148.74,Onslow County,NC
37135,North Carolina,3692.55,141354,521956039,266013907,196.21,Orange County,NC
37137,North Carolina,1337.56,12781,17095320,28024237,61,Pamlico County,NC
37139,North Carolina,1746.93,39829,69578285,74595335,93.27,Pasquotank County,NC
37141,North Carolina,3592.31,57611,206956827,121486356,170.35,Pender County,NC
37143,North Carolina,1104.05,13440,14838390,19830759,74.83,Perquimans County,NC
37145,North Carolina,800.88,39259,31441927,63455570,49.55,Person County,NC
37147,North Carolina,1449.06,175842,254806125,197376628,129.1,Pitt County,NC
37149,North Carolina,1040.57,20366,21192278,32798209,64.61,Polk County,NC
37151,North Carolina,1339.23,142799,191241062,149887172,127.59,Randolph County,NC
37153,North Carolina,1200.03,45437,54525591,66288869,82.25,Richmond County,NC
37155,North Carolina,1144.79,134197,153627054,159377768,96.39,Robeson County,NC
37157,North Carolina,1575.37,91758,144553001,110353033,130.99,Rockingham County,NC
37159,North Carolina,875.08,139142,121760394,174378280,69.83,Rowan County,NC
37161,North Carolina,1480.62,66390,98298661,91774468,107.11,Rutherford County,NC
37163,North Carolina,2384.26,63724,151934786,89980568,168.85,Sampson County,NC
37165,North Carolina,2227.07,35509,79080946,50951325,155.21,Scotland County,NC
37167,North Carolina,848.31,60714,51504063,80241531,64.19,Stanly County,NC
37169,North Carolina,1118.51,46351,51843970,54616637,94.92,Stokes County,NC
37171,North Carolina,1338.78,72743,97386614,93838597,103.78,Surry County,NC
37173,North Carolina,1724.68,14434,24893969,26310960,94.61,Swain County,NC
37175,North Carolina,777.81,33211,25831897,66539238,38.82,Transylvania County,NC
37177,North Carolina,2566.41,4070,10445284,9700502,107.68,Tyrrell County,NC
37179,North Carolina,3260.88,222742,726334795,406580125,178.64,Union County,NC
37181,North Carolina,1299.16,44568,57901151,56846213,101.86,Vance County,NC
37183,North Carolina,3450.36,1024198,3533852433,1689602194,209.15,Wake County,NC
37185,North Carolina,1353.11,20155,27271982,37452540,72.82,Warren County,NC
37187,North Carolina,2004.86,12385,24830224,27220054,91.22,Washington County,NC
37189,North Carolina,1176.14,52906,62224653,78801347,78.96,Watauga County,NC
37191,North Carolina,1195.31,124132,148376513,141574088,104.8,Wayne County,NC
37193,North Carolina,1242.75,68502,85130987,90038266,94.55,Wilkes County,NC
37195,North Carolina,1348.18,81714,110165370,110178761,99.99,Wilson County,NC
37197,North Carolina,1095.35,37585,41168696,42942617,95.87,Yadkin County,NC
37199,North Carolina,1340.89,17587,23582308,26123627,90.27,Yancey County,NC
38001,North Dakota,442.63,2359,1044158,3499313,29.84,Adams County,ND
38003,North Dakota,0,11099,0,0,null,Barnes County,ND
38005,North Dakota,0,6753,0,0,null,Benson County,ND
38007,North Dakota,0,936,0,0,null,Billings County,ND
38009,North Dakota,2652.74,6716,17815827,13567345,131.31,Bottineau County,ND
38011,North Dakota,556.81,3294,1834116,6676766,27.47,Bowman County,ND
38013,North Dakota,0,2308,0,0,null,Burke County,ND
38015,North Dakota,1296.94,92991,120603980,62034372,194.41,Burleigh County,ND
38017,North Dakota,1016.44,171512,174331694,113338532,153.82,Cass County,ND
38019,North Dakota,2900.1,3828,11101580,10678580,103.96,Cavalier County,ND
38021,North Dakota,920.59,5104,4698674,6055251,77.6,Dickey County,ND
38023,North Dakota,0,2450,0,0,null,Divide County,ND
38025,North Dakota,1118.62,4646,5197092,37910940,13.71,Dunn County,ND
38027,North Dakota,0,2365,0,0,null,Eddy County,ND
38029,North Dakota,801.51,3402,2726750,6256512,43.58,Emmons County,ND
38031,North Dakota,0,3356,0,0,null,Foster County,ND
38033,North Dakota,0,1845,0,0,null,Golden Valley County,ND
38035,North Dakota,732.06,70916,51914698,42454615,122.28,Grand Forks County,ND
38037,North Dakota,0,2388,0,0,null,Grant County,ND
38039,North Dakota,0,2314,0,0,null,Griggs County,ND
38041,North Dakota,0,2704,0,0,null,Hettinger County,ND
38043,North Dakota,10.24,2417,24743,3894343,0.64,Kidder County,ND
38045,North Dakota,0,4125,0,0,null,LaMoure County,ND
38047,North Dakota,0,1935,0,0,null,Logan County,ND
38049,North Dakota,0,5968,0,0,null,McHenry County,ND
38051,North Dakota,0,2759,0,0,null,McIntosh County,ND
38053,North Dakota,0,12826,0,0,null,McKenzie County,ND
38055,North Dakota,0,9744,0,0,null,McLean County,ND
38057,North Dakota,2329.41,8853,20622243,11058877,186.48,Mercer County,ND
38059,North Dakota,1086.39,30310,32928549,27321109,120.52,Morton County,ND
38061,North Dakota,0,10331,0,50926243,0,Mountrail County,ND
38063,North Dakota,0,2968,0,0,null,Nelson County,ND
38065,North Dakota,0,1846,0,0,null,Oliver County,ND
38067,North Dakota,1007.26,7091,7142459,9414320,75.87,Pembina County,ND
38069,North Dakota,1470.65,4312,6341461,6282036,100.95,Pierce County,ND
38071,North Dakota,0,11630,0,0,null,Ramsey County,ND
38073,North Dakota,0,5448,0,0,null,Ransom County,ND
38075,North Dakota,0,2571,0,0,null,Renville County,ND
38077,North Dakota,1250.05,16402,20503353,19958313,102.73,Richland County,ND
38079,North Dakota,851.69,14649,12476363,6220472,200.57,Rolette County,ND
38081,North Dakota,0,3876,0,0,null,Sargent County,ND
38083,North Dakota,0,1310,0,0,null,Sheridan County,ND
38085,North Dakota,0,4370,0,0,null,Sioux County,ND
38087,North Dakota,0,767,0,0,null,Slope County,ND
38089,North Dakota,0,32154,0,0,null,Stark County,ND
38091,North Dakota,0,1956,0,0,null,Steele County,ND
38093,North Dakota,1417.03,21103,29903575,21078628,141.87,Stutsman County,ND
38095,North Dakota,0,2272,0,0,null,Towner County,ND
38097,North Dakota,1216.01,8014,9745119,12291053,79.29,Traill County,ND
38099,North Dakota,818.69,10897,8921312,10919991,81.7,Walsh County,ND
38101,North Dakota,899.46,71275,64109308,44592699,143.77,Ward County,ND
38103,North Dakota,0,4168,0,0,null,Wells County,ND
38105,North Dakota,0,35294,0,0,null,Williams County,ND
39001,Ohio,0,28024,0,34288189,0,Adams County,OH
39003,Ohio,1099.74,104425,114840394,98556362,116.52,Allen County,OH
39005,Ohio,0,53213,0,0,null,Ashland County,OH
39007,Ohio,1209.71,98632,119315696,108088130,110.39,Ashtabula County,OH
39009,Ohio,1398.85,65886,92164623,75953115,121.34,Athens County,OH
39011,Ohio,834.47,45876,38282044,45633298,83.89,Auglaize County,OH
39013,Ohio,2169.07,69154,149999693,91760659,163.47,Belmont County,OH
39015,Ohio,0,43839,0,40391162,0,Brown County,OH
39017,Ohio,955.63,376353,359653610,358167198,100.42,Butler County,OH
39019,Ohio,1466.82,27811,40793849,35379240,115.3,Carroll County,OH
39021,Ohio,0,38987,0,37903396,0,Champaign County,OH
39023,Ohio,1032.26,135959,140345343,138888912,101.05,Clark County,OH
39025,Ohio,948.34,201973,191539382,204013590,93.89,Clermont County,OH
39027,Ohio,0,41917,0,0,null,Clinton County,OH
39029,Ohio,763.09,104806,79976762,85965494,93.03,Columbiana County,OH
